Record Length,2.500000e+03,,  -0.000500000000, -16.00000,
Sample Interval,4.000000e-07,,  -0.000499600000, -16.80000,
Trigger Point,1.250000000000e+03,,  -0.000499200000, -16.00000,
,,,  -0.000498800000, -16.80000,
,,,  -0.000498400000, -16.80000,
,,,  -0.000498000000, -16.00000,
Source,CH1,,  -0.000497600000, -16.80000,
Vertical Units,V,,  -0.000497200000, -16.00000,
Vertical Scale,2.000000e+01,,  -0.000496800000, -16.80000,
Vertical Offset,4.000000e+01,,  -0.000496400000, -16.00000,
Horizontal Units,s,,  -0.000496000000, -16.80000,
Horizontal Scale,1.000000e-04,,  -0.000495600000, -16.80000,
Pt Fmt,Y,,  -0.000495200000, -16.00000,
Yzero,0.000000e+00,,  -0.000494800000, -16.80000,
Probe Atten,1.000000e+01,,  -0.000494400000, -16.80000,
Model Number,TBS1042,,  -0.000494000000, -16.80000,
Serial Number,C010574,,  -0.000493600000, -16.80000,
Firmware Version,FV:v26.01,,  -0.000493200000, -16.80000,
,,,-00.000492800000, -16.00000,
,,,-00.000492400000, -16.80000,
,,,-00.000492000000, -16.80000,
,,,-00.000491600000, -16.80000,
,,,-00.000491200000, -16.00000,
,,,-00.000490800000, -16.00000,
,,,-00.000490400000, -16.80000,
,,,-00.000490000000, -16.80000,
,,,-00.000489600000, -16.80000,
,,,-00.000489200000, -16.00000,
,,,-00.000488800000, -17.60000,
,,,-00.000488400000, -16.00000,
,,,-00.000488000000, -16.80000,
,,,-00.000487600000, -16.80000,
,,,-00.000487200000, -17.60000,
,,,-00.000486800000, -16.80000,
,,,-00.000486400000, -16.00000,
,,,-00.000486000000, -16.80000,
,,,-00.000485600000, -16.00000,
,,,-00.000485200000, -15.20000,
,,,-00.000484800000, -16.00000,
,,,-00.000484400000, -17.60000,
,,,-00.000484000000, -16.80000,
,,,-00.000483600000, -16.80000,
,,,-00.000483200000, -16.80000,
,,,-00.000482800000, -16.80000,
,,,-00.000482400000, -16.00000,
,,,-00.000482000000, -16.80000,
,,,-00.000481600000, -16.00000,
,,,-00.000481200000, -16.80000,
,,,-00.000480800000, -16.80000,
,,,-00.000480400000, -16.80000,
,,,-00.000480000000, -16.00000,
,,,-00.000479600000, -16.80000,
,,,-00.000479200000, -16.00000,
,,,-00.000478800000, -16.00000,
,,,-00.000478400000, -16.00000,
,,,-00.000478000000, -16.80000,
,,,-00.000477600000, -16.00000,
,,,-00.000477200000, -16.80000,
,,,-00.000476800000, -16.80000,
,,,-00.000476400000, -16.80000,
,,,-00.000476000000, -16.00000,
,,,-00.000475600000, -16.80000,
,,,-00.000475200000, -16.00000,
,,,-00.000474800000, -16.80000,
,,,-00.000474400000, -16.80000,
,,,-00.000474000000, -16.80000,
,,,-00.000473600000, -16.00000,
,,,-00.000473200000, -16.00000,
,,,-00.000472800000, -17.60000,
,,,-00.000472400000, -16.80000,
,,,-00.000472000000, -16.00000,
,,,-00.000471600000, -16.00000,
,,,-00.000471200000, -15.20000,
,,,-00.000470800000, -16.80000,
,,,-00.000470400000, -16.00000,
,,,-00.000470000000, -16.80000,
,,,-00.000469600000, -16.80000,
,,,-00.000469200000, -16.00000,
,,,-00.000468800000, -16.00000,
,,,-00.000468400000, -16.80000,
,,,-00.000468000000, -16.80000,
,,,-00.000467600000, -16.80000,
,,,-00.000467200000, -16.00000,
,,,-00.000466800000, -16.80000,
,,,-00.000466400000, -15.20000,
